ID,Age,Age_Category,Education,Marital_Status,Income,Income_Category,Kids,Kidhome,Teenhome,Registered_Year,Registered_Month,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,Total_Purchase,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Total_Acc_Cmp,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,MntWinesCat,MntFruitsCat,MntMeatProductsCat,MntFishProductsCat,MntSweetProductsCat,MntGoldProdsCat,TotalPurchaseCat,NumDealsCat,NumWebCat,NumCatalogCat,NumStoreCat,NumWebVisitsCat
2541,48,2. Elderly,Graduate,Relationship,24027.0,1. Lower,1,1,0,2013,June,14,7,11,11,0,5,48,2,2,0,3,8,0,0,0,0,0,0,0,0,Low Amount Purchases,Medium to Low Amount Purchases,Low Amount Purchases,Medium to Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Number of Total Purchase,Medium to Low Number Purchases,Low Number Purchases,Low Number Purchases,Low Number Purchases,High Number Visit
1142,71,3. Old,Post Graduate,Relationship,55707.0,3. Upper-Middle,1,0,1,2013,December,208,7,82,30,66,35,428,2,3,2,9,3,0,0,0,0,0,0,0,0,Medium to High Amount Purchases,Medium to Low Amount Purchases,Medium to High Amount Purchases,Medium to High Amount Purchases,High Amount Purchases,Medium to High Amount Purchases,Medium to High Number of Total Purchase,Medium to Low Number Purchases,Medium to Low Number Purchases,Medium to Low Number Purchases,High Number Purchases,Low Number Visit
2276,69,3. Old,Graduate,Single,57959.0,3. Upper-Middle,1,0,1,2013,May,430,16,322,43,24,33,868,5,4,7,11,3,0,0,0,0,0,0,0,0,Medium to High Amount Purchases,Medium to High Amount Purchases,High Amount Purchases,Medium to High Amount Purchases,Medium to High Amount Purchases,Medium to High Amount Purchases,Medium to High Number of Total Purchase,High Number Purchases,Medium to Low Number Purchases,High Number Purchases,High Number Purchases,Low Number Visit
2807,55,2. Elderly,Graduate,Relationship,56796.0,3. Upper-Middle,1,0,1,2013,February,656,38,161,62,47,37,1001,3,8,9,7,7,0,0,0,0,0,0,0,0,High Amount Purchases,High Amount Purchases,Medium to High Amount Purchases,High Amount Purchases,High Amount Purchases,Medium to High Amount Purchases,Medium to High Number of Total Purchase,Medium to High Number Purchases,High Number Purchases,High Number Purchases,Medium to High Number Purchases,Medium to High Number Visit
6471,53,2. Elderly,Post Graduate,Single,36230.0,2. Lower-Middle,1,1,0,2013,October,14,2,30,8,2,3,59,1,2,0,4,5,0,0,0,0,0,0,0,0,Low Amount Purchases,Low Amount Purchases,Medium to Low Amount Purchases,Medium to Low Amount Purchases,Medium to Low Amount Purchases,Low Amount Purchases,Low Number of Total Purchase,Low Number Purchases,Low Number Purchases,Low Number Purchases,Medium to Low Number Purchases,Medium to Low Number Visit
6131,44,1. Adult,Post Graduate,Relationship,70829.0,4. Upper,2,1,1,2013,December,141,70,106,72,19,23,431,2,4,2,8,3,0,0,0,0,0,0,0,0,Medium to Low Amount Purchases,High Amount Purchases,Medium to High Amount Purchases,High Amount Purchases,Medium to High Amount Purchases,Medium to Low Amount Purchases,Medium to High Number of Total Purchase,Medium to Low Number Purchases,Medium to Low Number Purchases,Medium to Low Number Purchases,Medium to High Number Purchases,Low Number Visit
6233,48,2. Elderly,Graduate,Relationship,65991.0,3. Upper-Middle,1,0,1,2012,September,507,19,364,25,47,9,971,3,9,5,10,7,0,0,0,0,0,0,0,0,Medium to High Amount Purchases,Medium to High Amount Purchases,High Amount Purchases,Medium to High Amount Purchases,High Amount Purchases,Low Amount Purchases,Medium to High Number of Total Purchase,Medium to High Number Purchases,High Number Purchases,High Number Purchases,High Number Purchases,Medium to High Number Visit
4148,52,2. Elderly,Graduate,Relationship,38988.0,2. Lower-Middle,3,1,2,2012,August,164,24,103,12,3,42,348,7,5,1,6,8,0,0,0,0,0,0,0,0,Medium to Low Amount Purchases,Medium to High Amount Purchases,Medium to High Amount Purchases,Medium to Low Amount Purchases,Medium to Low Amount Purchases,Medium to High Amount Purchases,Medium to Low Number of Total Purchase,High Number Purchases,Medium to High Number Purchases,Medium to Low Number Purchases,Medium to High Number Purchases,High Number Visit
4947,58,2. Elderly,Post Graduate,Single,89572.0,4. Upper,0,0,0,2012,September,606,24,974,197,194,64,2059,1,7,7,9,4,2,0,1,0,1,0,0,1,High Amount Purchases,Medium to High Amount Purchases,High Amount Purchases,High Amount Purchases,High Amount Purchases,High Amount Purchases,High Number of Total Purchase,Low Number Purchases,High Number Purchases,High Number Purchases,High Number Purchases,Medium to Low Number Visit
3225,40,1. Adult,Post Graduate,Relationship,42207.0,2. Lower-Middle,1,1,0,2013,April,116,11,72,3,17,46,265,4,4,1,5,6,1,1,0,0,0,0,0,1,Medium to Low Amount Purchases,Medium to High Amount Purchases,Medium to High Amount Purchases,Low Amount Purchases,Medium to High Amount Purchases,Medium to High Amount Purchases,Medium to Low Number of Total Purchase,High Number Purchases,Medium to Low Number Purchases,Medium to Low Number Purchases,Medium to Low Number Purchases,Medium to Low Number Visit
7540,72,3. Old,Graduate,Relationship,50300.0,2. Lower-Middle,1,0,1,2014,May,143,15,60,24,23,5,270,2,2,1,8,2,0,0,0,0,0,0,0,0,Medium to Low Amount Purchases,Medium to High Amount Purchases,Medium to Low Amount Purchases,Medium to High Amount Purchases,Medium to High Amount Purchases,Low Amount Purchases,Medium to Low Number of Total Purchase,Medium to Low Number Purchases,Low Number Purchases,Medium to Low Number Purchases,Medium to High Number Purchases,Low Number Visit
10648,42,1. Adult,Post Graduate,Relationship,66664.0,3. Upper-Middle,0,0,0,2012,September,398,96,447,220,96,32,1289,1,5,7,6,3,0,0,0,0,0,0,0,0,Medium to High Amount Purchases,High Amount Purchases,High Amount Purchases,High Amount Purchases,High Amount Purchases,Medium to High Amount Purchases,High Number of Total Purchase,Low Number Purchases,Medium to High Number Purchases,High Number Purchases,Medium to High Number Purchases,Low Number Visit
1992,60,2. Elderly,Graduate,Relationship,60597.0,3. Upper-Middle,1,0,1,2014,January,522,0,257,32,16,66,893,4,2,2,8,7,1,0,0,0,1,0,0,1,High Amount Purchases,Low Amount Purchases,High Amount Purchases,Medium to High Amount Purchases,Medium to High Amount Purchases,High Amount Purchases,Medium to High Number of Total Purchase,High Number Purchases,Low Number Purchases,Medium to Low Number Purchases,Medium to High Number Purchases,Medium to High Number Visit
7851,75,3. Old,Graduate,Single,70165.0,4. Upper,0,0,0,2013,September,161,0,253,199,191,122,926,1,3,7,11,1,0,0,0,0,0,0,0,0,Medium to Low Amount Purchases,Low Amount Purchases,High Amount Purchases,High Amount Purchases,High Amount Purchases,High Amount Purchases,Medium to High Number of Total Purchase,Low Number Purchases,Medium to Low Number Purchases,High Number Purchases,High Number Purchases,Low Number Visit
8594,66,3. Old,Post Graduate,Single,50520.0,2. Lower-Middle,1,0,1,2014,January,112,0,6,2,1,14,135,2,3,1,3,6,0,0,0,0,0,0,0,0,Medium to Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Medium to Low Amount Purchases,Medium to Low Number of Total Purchase,Medium to Low Number Purchases,Medium to Low Number Purchases,Medium to Low Number Purchases,Low Number Purchases,Medium to Low Number Visit
2815,49,2. Elderly,Graduate,Relationship,33183.0,1. Lower,1,1,0,2014,February,7,5,39,17,15,37,120,2,4,0,3,7,0,0,0,0,0,0,0,0,Low Amount Purchases,Medium to Low Amount Purchases,Medium to Low Amount Purchases,Medium to High Amount Purchases,Medium to High Amount Purchases,Medium to High Amount Purchases,Medium to Low Number of Total Purchase,Medium to Low Number Purchases,Medium to Low Number Purchases,Low Number Purchases,Low Number Purchases,Medium to High Number Visit
2416,55,2. Elderly,Post Graduate,Single,66582.0,3. Upper-Middle,0,0,0,2014,March,789,25,420,16,38,0,1288,1,2,8,9,1,0,0,0,0,0,0,0,0,High Amount Purchases,Medium to High Amount Purchases,High Amount Purchases,Medium to High Amount Purchases,High Amount Purchases,Low Amount Purchases,High Number of Total Purchase,Low Number Purchases,Low Number Purchases,High Number Purchases,High Number Purchases,Low Number Visit
7999,69,3. Old,Post Graduate,Relationship,75261.0,4. Upper,0,0,0,2013,April,1239,17,413,23,34,17,1743,1,5,6,5,2,2,0,1,1,0,0,0,1,High Amount Purchases,Medium to High Amount Purchases,High Amount Purchases,Medium to High Amount Purchases,Medium to High Amount Purchases,Medium to Low Amount Purchases,High Number of Total Purchase,Low Number Purchases,Medium to High Number Purchases,High Number Purchases,Medium to Low Number Purchases,Low Number Visit
9213,54,2. Elderly,Graduate,Single,31880.0,1. Lower,1,1,0,2012,October,4,1,5,2,0,3,15,1,1,0,2,8,0,0,0,0,0,0,0,0,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Number of Total Purchase,Low Number Purchases,Low Number Purchases,Low Number Purchases,Low Number Purchases,High Number Visit
9697,73,3. Old,Graduate,Relationship,53790.0,3. Upper-Middle,2,0,2,2014,March,335,42,127,28,5,5,542,3,7,2,8,6,0,0,0,0,0,0,0,0,Medium to High Amount Purchases,High Amount Purchases,Medium to High Amount Purchases,Medium to High Amount Purchases,Medium to Low Amount Purchases,Low Amount Purchases,Medium to High Number of Total Purchase,Medium to High Number Purchases,High Number Purchases,Medium to Low Number Purchases,Medium to High Number Purchases,Medium to Low Number Visit
3916,53,2. Elderly,Post Graduate,Relationship,49269.0,2. Lower-Middle,1,1,0,2012,August,639,8,166,11,8,58,890,3,7,3,12,7,0,0,0,0,0,0,0,0,High Amount Purchases,Medium to Low Amount Purchases,Medium to High Amount Purchases,Medium to Low Amount Purchases,Medium to Low Amount Purchases,High Amount Purchases,Medium to High Number of Total Purchase,Medium to High Number Purchases,High Number Purchases,Medium to High Number Purchases,High Number Purchases,Medium to High Number Visit
2021,49,2. Elderly,Graduate,Relationship,61456.0,3. Upper-Middle,1,0,1,2013,March,563,76,384,84,192,89,1388,4,6,10,13,4,0,0,0,0,0,0,0,0,High Amount Purchases,High Amount Purchases,High Amount Purchases,High Amount Purchases,High Amount Purchases,High Amount Purchases,High Number of Total Purchase,High Number Purchases,Medium to High Number Purchases,High Number Purchases,High Number Purchases,Medium to Low Number Visit
1581,44,1. Adult,Graduate,Relationship,37406.0,2. Lower-Middle,1,1,0,2013,October,2,0,8,2,2,3,17,1,1,0,2,8,0,0,0,0,0,0,0,1,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Medium to Low Amount Purchases,Low Amount Purchases,Low Number of Total Purchase,Low Number Purchases,Low Number Purchases,Low Number Purchases,Low Number Purchases,High Number Visit
564,43,1. Adult,Post Graduate,Relationship,56937.0,3. Upper-Middle,1,1,0,2012,August,746,8,125,11,8,8,906,7,8,6,9,6,1,0,1,0,0,0,0,1,High Amount Purchases,Medium to Low Amount Purchases,Medium to High Amount Purchases,Medium to Low Amount Purchases,Medium to Low Amount Purchases,Low Amount Purchases,Medium to High Number of Total Purchase,High Number Purchases,High Number Purchases,High Number Purchases,High Number Purchases,Medium to Low Number Visit
6619,46,2. Elderly,Graduate,Relationship,38415.0,2. Lower-Middle,2,1,1,2013,January,22,1,13,4,0,4,44,2,1,0,3,7,0,0,0,0,0,0,0,0,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Medium to Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Number of Total Purchase,Medium to Low Number Purchases,Low Number Purchases,Low Number Purchases,Low Number Purchases,Medium to High Number Visit
9081,36,1. Adult,Graduate,Single,20518.0,1. Lower,1,1,0,2014,May,4,1,6,4,1,9,25,1,1,1,2,5,0,0,0,0,0,0,0,0,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Medium to Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Number of Total Purchase,Low Number Purchases,Low Number Purchases,Medium to Low Number Purchases,Low Number Purchases,Medium to Low Number Visit
178,68,3. Old,Graduate,Relationship,62503.0,3. Upper-Middle,1,0,1,2013,February,478,0,193,110,75,117,973,4,8,3,11,5,0,0,0,0,0,0,0,0,Medium to High Amount Purchases,Low Amount Purchases,Medium to High Amount Purchases,High Amount Purchases,High Amount Purchases,High Amount Purchases,Medium to High Number of Total Purchase,High Number Purchases,High Number Purchases,Medium to High Number Purchases,High Number Purchases,Medium to Low Number Visit
916,52,2. Elderly,Post Graduate,Single,41644.0,2. Lower-Middle,2,1,1,2014,May,20,3,4,2,0,2,31,2,1,0,3,3,0,0,0,0,0,0,0,0,Low Amount Purchases,Medium to Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Number of Total Purchase,Medium to Low Number Purchases,Low Number Purchases,Low Number Purchases,Low Number Purchases,Low Number Visit
5512,47,2. Elderly,Post Graduate,Relationship,55842.0,3. Upper-Middle,1,0,1,2014,May,451,0,39,0,4,24,518,1,7,1,8,5,0,0,0,0,0,0,0,0,Medium to High Amount Purchases,Low Amount Purchases,Medium to Low Amount Purchases,Low Amount Purchases,Medium to Low Amount Purchases,Medium to Low Amount Purchases,Medium to High Number of Total Purchase,Low Number Purchases,High Number Purchases,Medium to Low Number Purchases,Medium to High Number Purchases,Medium to Low Number Visit
8970,52,2. Elderly,Post Graduate,Relationship,62010.0,3. Upper-Middle,1,0,1,2012,October,371,22,39,6,0,92,530,4,6,2,7,5,0,0,0,0,0,0,0,0,Medium to High Amount Purchases,Medium to High Amount Purchases,Medium to Low Amount Purchases,Medium to Low Amount Purchases,Low Amount Purchases,High Amount Purchases,Medium to High Number of Total Purchase,High Number Purchases,Medium to High Number Purchases,Medium to Low Number Purchases,Medium to High Number Purchases,Medium to Low Number Visit
10581,47,2. Elderly,Graduate,Relationship,41124.0,2. Lower-Middle,1,1,0,2012,October,281,7,84,15,0,119,506,7,7,3,4,8,0,0,0,0,0,0,0,0,Medium to High Amount Purchases,Medium to Low Amount Purchases,Medium to High Amount Purchases,Medium to High Amount Purchases,Low Amount Purchases,High Amount Purchases,Medium to High Number of Total Purchase,High Number Purchases,High Number Purchases,Medium to High Number Purchases,Medium to Low Number Purchases,High Number Visit
5300,51,2. Elderly,Post Graduate,Relationship,38961.0,2. Lower-Middle,1,1,0,2013,December,19,7,19,0,1,24,70,1,2,1,2,7,0,0,0,0,0,0,0,0,Low Amount Purchases,Medium to Low Amount Purchases,Medium to Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Medium to Low Amount Purchases,Medium to Low Number of Total Purchase,Low Number Purchases,Low Number Purchases,Medium to Low Number Purchases,Low Number Purchases,Medium to High Number Visit
5154,52,2. Elderly,Post Graduate,Single,37760.0,2. Lower-Middle,1,1,0,2013,August,26,3,13,2,10,0,54,1,2,0,3,6,0,0,0,0,0,0,0,0,Medium to Low Amount Purchases,Medium to Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Medium to High Amount Purchases,Low Amount Purchases,Low Number of Total Purchase,Low Number Purchases,Low Number Purchases,Low Number Purchases,Low Number Purchases,Medium to Low Number Visit
8346,50,2. Elderly,Graduate,Single,32233.0,1. Lower,1,1,0,2012,August,138,15,35,25,11,72,296,2,6,2,2,9,1,1,0,0,0,0,0,1,Medium to Low Amount Purchases,Medium to High Amount Purchases,Medium to Low Amount Purchases,Medium to High Amount Purchases,Medium to High Amount Purchases,High Amount Purchases,Medium to Low Number of Total Purchase,Medium to Low Number Purchases,Medium to High Number Purchases,Medium to Low Number Purchases,Low Number Purchases,High Number Visit
1676,49,2. Elderly,Graduate,Relationship,43057.0,2. Lower-Middle,1,0,1,2013,October,213,2,44,0,2,5,266,4,4,2,5,5,0,0,0,0,0,0,0,0,Medium to High Amount Purchases,Low Amount Purchases,Medium to Low Amount Purchases,Low Amount Purchases,Medium to Low Amount Purchases,Low Amount Purchases,Medium to Low Number of Total Purchase,High Number Purchases,Medium to Low Number Purchases,Medium to Low Number Purchases,Medium to Low Number Purchases,Medium to Low Number Visit
9286,64,2. Elderly,Post Graduate,Relationship,83151.0,4. Upper,0,0,0,2012,October,407,28,100,120,74,18,747,1,5,9,4,3,0,0,0,0,0,0,0,0,Medium to High Amount Purchases,Medium to High Amount Purchases,Medium to High Amount Purchases,High Amount Purchases,High Amount Purchases,Medium to Low Amount Purchases,Medium to High Number of Total Purchase,Low Number Purchases,Medium to High Number Purchases,High Number Purchases,Medium to Low Number Purchases,Low Number Visit
2426,60,2. Elderly,Post Graduate,Single,78825.0,4. Upper,0,0,0,2012,September,483,74,114,169,37,18,895,1,5,10,13,3,0,0,0,0,0,0,0,1,Medium to High Amount Purchases,High Amount Purchases,Medium to High Amount Purchases,High Amount Purchases,High Amount Purchases,Medium to Low Amount Purchases,Medium to High Number of Total Purchase,Low Number Purchases,Medium to High Number Purchases,High Number Purchases,High Number Purchases,Low Number Visit
5172,48,2. Elderly,Post Graduate,Relationship,65104.0,3. Upper-Middle,1,0,1,2013,November,738,0,232,13,20,50,1053,2,3,5,7,7,0,0,0,0,0,0,0,0,High Amount Purchases,Low Amount Purchases,High Amount Purchases,Medium to High Amount Purchases,Medium to High Amount Purchases,Medium to High Amount Purchases,High Number of Total Purchase,Medium to Low Number Purchases,Medium to Low Number Purchases,High Number Purchases,Medium to High Number Purchases,Medium to High Number Visit
5562,50,2. Elderly,Graduate,Relationship,60093.0,3. Upper-Middle,1,0,1,2013,June,502,12,109,16,6,90,735,2,7,2,10,6,0,0,0,0,0,0,0,0,Medium to High Amount Purchases,Medium to High Amount Purchases,Medium to High Amount Purchases,Medium to High Amount Purchases,Medium to Low Amount Purchases,High Amount Purchases,Medium to High Number of Total Purchase,Medium to Low Number Purchases,High Number Purchases,Medium to Low Number Purchases,High Number Purchases,Medium to Low Number Visit
3436,55,2. Elderly,Graduate,Relationship,14045.0,1. Lower,1,1,0,2014,January,11,0,5,2,1,1,20,1,1,0,3,7,0,0,0,0,0,0,0,0,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Number of Total Purchase,Low Number Purchases,Low Number Purchases,Low Number Purchases,Low Number Purchases,Medium to High Number Visit
3921,72,3. Old,Post Graduate,Single,28457.0,1. Lower,0,0,0,2012,October,24,1,108,29,29,14,205,1,4,1,4,8,0,0,0,0,0,0,0,0,Low Amount Purchases,Low Amount Purchases,Medium to High Amount Purchases,Medium to High Amount Purchases,Medium to High Amount Purchases,Medium to Low Amount Purchases,Medium to Low Number of Total Purchase,Low Number Purchases,Medium to Low Number Purchases,Medium to Low Number Purchases,Medium to Low Number Purchases,High Number Visit
3403,66,3. Old,Post Graduate,Relationship,78952.0,4. Upper,1,0,1,2012,September,1170,19,594,99,76,134,2092,2,2,5,12,6,0,0,0,0,0,0,0,0,High Amount Purchases,Medium to High Amount Purchases,High Amount Purchases,High Amount Purchases,High Amount Purchases,High Amount Purchases,High Number of Total Purchase,Medium to Low Number Purchases,Low Number Purchases,High Number Purchases,High Number Purchases,Medium to Low Number Visit
22,48,2. Elderly,Graduate,Single,46310.0,2. Lower-Middle,1,1,0,2012,December,185,2,88,15,5,14,309,2,6,1,5,8,0,0,0,0,0,0,0,0,Medium to High Amount Purchases,Low Amount Purchases,Medium to High Amount Purchases,Medium to High Amount Purchases,Medium to Low Amount Purchases,Medium to Low Amount Purchases,Medium to Low Number of Total Purchase,Medium to Low Number Purchases,Medium to High Number Purchases,Medium to Low Number Purchases,Medium to Low Number Purchases,High Number Visit
10965,69,3. Old,Graduate,Relationship,76005.0,4. Upper,0,0,0,2013,February,983,20,389,240,50,40,1722,1,3,5,13,6,1,0,0,0,1,0,0,0,High Amount Purchases,Medium to High Amount Purchases,High Amount Purchases,High Amount Purchases,High Amount Purchases,Medium to High Amount Purchases,High Number of Total Purchase,Low Number Purchases,Medium to Low Number Purchases,High Number Purchases,High Number Purchases,Medium to Low Number Visit
9426,60,2. Elderly,Post Graduate,Single,58308.0,3. Upper-Middle,1,0,1,2013,January,691,0,69,10,0,130,900,4,2,6,3,8,0,0,0,0,0,0,0,0,High Amount Purchases,Low Amount Purchases,Medium to High Amount Purchases,Medium to Low Amount Purchases,Low Amount Purchases,High Amount Purchases,Medium to High Number of Total Purchase,High Number Purchases,Low Number Purchases,High Number Purchases,Low Number Purchases,High Number Visit
6605,80,3. Old,Post Graduate,Single,55614.0,3. Upper-Middle,0,0,0,2013,November,504,13,131,8,0,26,682,1,9,4,6,7,1,0,1,0,0,0,0,0,Medium to High Amount Purchases,Medium to High Amount Purchases,Medium to High Amount Purchases,Medium to Low Amount Purchases,Low Amount Purchases,Medium to High Amount Purchases,Medium to High Number of Total Purchase,Low Number Purchases,High Number Purchases,Medium to High Number Purchases,Medium to High Number Purchases,Medium to High Number Visit
3136,62,2. Elderly,Post Graduate,Single,59432.0,3. Upper-Middle,1,0,1,2013,April,317,25,265,25,19,12,663,3,5,3,11,5,0,0,0,0,0,0,0,0,Medium to High Amount Purchases,Medium to High Amount Purchases,High Amount Purchases,Medium to High Amount Purchases,Medium to High Amount Purchases,Medium to Low Amount Purchases,Medium to High Number of Total Purchase,Medium to High Number Purchases,Medium to High Number Purchases,Medium to High Number Purchases,High Number Purchases,Medium to Low Number Visit
8737,46,2. Elderly,Graduate,Single,55563.0,3. Upper-Middle,1,0,1,2014,April,29,1,9,2,0,2,43,1,2,0,3,3,0,0,0,0,0,0,0,0,Medium to Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Number of Total Purchase,Low Number Purchases,Low Number Purchases,Low Number Purchases,Low Number Purchases,Low Number Visit
11088,53,2. Elderly,Post Graduate,Relationship,78642.0,4. Upper,1,0,1,2013,April,1396,0,322,46,35,17,1816,1,4,9,4,6,0,0,0,0,0,0,0,0,High Amount Purchases,Low Amount Purchases,High Amount Purchases,Medium to High Amount Purchases,High Amount Purchases,Medium to Low Amount Purchases,High Number of Total Purchase,Low Number Purchases,Medium to Low Number Purchases,High Number Purchases,Medium to Low Number Purchases,Medium to Low Number Visit
716,75,3. Old,Post Graduate,Relationship,67911.0,3. Upper-Middle,1,0,1,2014,May,529,0,356,63,28,0,976,3,6,7,11,3,0,0,0,0,0,0,0,0,High Amount Purchases,Low Amount Purchases,High Amount Purchases,High Amount Purchases,Medium to High Amount Purchases,Low Amount Purchases,Medium to High Number of Total Purchase,Medium to High Number Purchases,Medium to High Number Purchases,High Number Purchases,High Number Purchases,Low Number Visit
466,80,3. Old,Graduate,Relationship,65275.0,3. Upper-Middle,0,0,0,2013,April,388,14,218,91,14,21,746,1,4,3,13,2,0,0,0,0,0,0,0,0,Medium to High Amount Purchases,Medium to High Amount Purchases,Medium to High Amount Purchases,High Amount Purchases,Medium to High Amount Purchases,Medium to Low Amount Purchases,Medium to High Number of Total Purchase,Low Number Purchases,Medium to Low Number Purchases,Medium to High Number Purchases,High Number Purchases,Low Number Visit
9135,74,3. Old,Graduate,Relationship,27203.0,1. Lower,2,1,1,2012,August,13,2,21,4,0,24,64,2,1,1,2,8,0,0,0,0,0,0,0,0,Low Amount Purchases,Low Amount Purchases,Medium to Low Amount Purchases,Medium to Low Amount Purchases,Low Amount Purchases,Medium to Low Amount Purchases,Low Number of Total Purchase,Medium to Low Number Purchases,Low Number Purchases,Medium to Low Number Purchases,Low Number Purchases,High Number Visit
10623,63,2. Elderly,Post Graduate,Relationship,48330.0,2. Lower-Middle,1,0,1,2013,November,28,0,4,0,0,0,32,1,1,0,3,5,0,0,0,0,0,0,0,0,Medium to Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Number of Total Purchase,Low Number Purchases,Low Number Purchases,Low Number Purchases,Low Number Purchases,Medium to Low Number Visit
8151,34,1. Adult,Under Graduate,Relationship,24279.0,1. Lower,0,0,0,2012,December,16,36,21,20,62,108,263,1,4,1,3,8,0,0,0,0,0,0,0,0,Low Amount Purchases,High Amount Purchases,Medium to Low Amount Purchases,Medium to High Amount Purchases,High Amount Purchases,High Amount Purchases,Medium to Low Number of Total Purchase,Low Number Purchases,Medium to Low Number Purchases,Medium to Low Number Purchases,Low Number Purchases,High Number Visit
5140,39,1. Adult,Post Graduate,Relationship,64355.0,3. Upper-Middle,1,1,0,2012,August,1047,0,140,67,38,153,1445,2,4,3,12,8,0,0,0,0,0,0,0,0,High Amount Purchases,Low Amount Purchases,Medium to High Amount Purchases,High Amount Purchases,High Amount Purchases,High Amount Purchases,High Number of Total Purchase,Medium to Low Number Purchases,Medium to Low Number Purchases,Medium to High Number Purchases,High Number Purchases,High Number Visit
4945,71,3. Old,Graduate,Single,53653.0,3. Upper-Middle,0,0,0,2012,November,815,10,239,28,10,108,1210,2,10,4,12,6,0,0,0,0,0,0,0,0,High Amount Purchases,Medium to High Amount Purchases,High Amount Purchases,Medium to High Amount Purchases,Medium to High Amount Purchases,High Amount Purchases,High Number of Total Purchase,Medium to Low Number Purchases,High Number Purchases,Medium to High Number Purchases,High Number Purchases,Medium to Low Number Visit
10584,48,2. Elderly,Graduate,Relationship,65665.0,3. Upper-Middle,1,0,1,2013,December,225,162,387,106,36,29,945,1,5,10,8,3,0,0,0,0,0,0,0,0,Medium to High Amount Purchases,High Amount Purchases,High Amount Purchases,High Amount Purchases,High Amount Purchases,Medium to High Amount Purchases,Medium to High Number of Total Purchase,Low Number Purchases,Medium to High Number Purchases,High Number Purchases,Medium to High Number Purchases,Low Number Visit
6071,35,1. Adult,Graduate,Single,81217.0,4. Upper,0,0,0,2013,July,493,70,324,146,40,84,1157,1,3,7,11,1,0,0,0,0,0,0,0,0,Medium to High Amount Purchases,High Amount Purchases,High Amount Purchases,High Amount Purchases,High Amount Purchases,High Amount Purchases,High Number of Total Purchase,Low Number Purchases,Medium to Low Number Purchases,High Number Purchases,High Number Purchases,Low Number Visit
3386,32,1. Adult,Graduate,Relationship,34935.0,1. Lower,0,0,0,2013,June,34,4,66,3,10,20,137,1,2,1,4,7,0,0,0,0,0,0,0,0,Medium to Low Amount Purchases,Medium to Low Amount Purchases,Medium to Low Amount Purchases,Low Amount Purchases,Medium to High Amount Purchases,Medium to Low Amount Purchases,Medium to Low Number of Total Purchase,Low Number Purchases,Low Number Purchases,Medium to Low Number Purchases,Medium to Low Number Purchases,Medium to High Number Visit
8939,65,2. Elderly,Graduate,Single,61250.0,3. Upper-Middle,1,0,1,2012,December,382,138,65,60,26,59,730,6,5,2,12,5,0,0,0,0,0,0,0,0,Medium to High Amount Purchases,High Amount Purchases,Medium to Low Amount Purchases,High Amount Purchases,Medium to High Amount Purchases,High Amount Purchases,Medium to High Number of Total Purchase,High Number Purchases,Medium to High Number Purchases,Medium to Low Number Purchases,High Number Purchases,Medium to Low Number Visit
9925,43,1. Adult,Post Graduate,Relationship,39665.0,2. Lower-Middle,1,1,0,2013,May,127,1,56,0,1,31,216,3,4,2,3,7,1,1,0,0,0,0,0,0,Medium to Low Amount Purchases,Low Amount Purchases,Medium to Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Medium to High Amount Purchases,Medium to Low Number of Total Purchase,Medium to High Number Purchases,Medium to Low Number Purchases,Medium to Low Number Purchases,Low Number Purchases,Medium to High Number Visit
4320,45,1. Adult,Graduate,Single,60152.0,3. Upper-Middle,1,0,1,2013,March,325,83,300,86,58,91,943,1,6,4,12,3,0,0,0,0,0,0,0,0,Medium to High Amount Purchases,High Amount Purchases,High Amount Purchases,High Amount Purchases,High Amount Purchases,High Amount Purchases,Medium to High Number of Total Purchase,Low Number Purchases,Medium to High Number Purchases,Medium to High Number Purchases,High Number Purchases,Low Number Visit
